Extracted:,"United Nations High Commissioner for Refugees"
2013,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,0,431,0,,0,0
2013,"Syrian Arab Rep.",SYR,Kuwait,KWT,13,10,0,,0,0
2013,"Syrian Arab Rep.",SYR,Liberia,LBR,0,10,0,,0,0
2013,"Syrian Arab Rep.",SYR,Libya,LBY,16796,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Lebanon,LBN,851284,331,0,,0,0
2013,"Syrian Arab Rep.",SYR,Lithuania,LTU,18,5,0,,0,0
2013,"Syrian Arab Rep.",SYR,Luxembourg,LUX,5,23,0,,0,0
2013,"Syrian Arab Rep.",SYR,Latvia,LVA,33,12,0,,0,0
2013,"Syrian Arab Rep.",SYR,Mauritania,MRT,5,41,0,,0,0
2013,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,0,205,0,,0,0
2013,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,139,27,0,,0,0
2013,"Syrian Arab Rep.",SYR,Mexico,MEX,13,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Malaysia,MYS,101,720,0,,0,0
2013,"Syrian Arab Rep.",SYR,Mongolia,MNG,0,5,0,,0,0
2013,"Syrian Arab Rep.",SYR,Morocco,MAR,856,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Malta,MLT,776,102,0,,0,0
2013,"Syrian Arab Rep.",SYR,Montenegro,MNE,0,60,0,,0,0
2013,"Syrian Arab Rep.",SYR,Netherlands,NLD,3404,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Niger,NER,6,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Nigeria,NGA,9,10,0,,0,0
2013,"Syrian Arab Rep.",SYR,Norway,NOR,1311,259,0,,0,0
2013,"Syrian Arab Rep.",SYR,"New Zealand",NZL,43,5,0,,0,0
2013,"Syrian Arab Rep.",SYR,Oman,OMN,7,5,0,,0,0
2013,"Syrian Arab Rep.",SYR,Pakistan,PAK,13,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Peru,PER,5,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Philippines,PHL,7,21,0,,0,0
2013,"Syrian Arab Rep.",SYR,Poland,POL,108,100,0,,0,0
2013,"Syrian Arab Rep.",SYR,Portugal,PRT,14,10,0,,0,0
2013,"Syrian Arab Rep.",SYR,Qatar,QAT,8,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Romania,ROU,932,91,0,,0,0
2013,"Syrian Arab Rep.",SYR,"South Africa",ZAF,8,10,0,,0,0
2013,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,1163,839,0,,0,1400
2013,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,14,12,0,,0,0
2013,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,5,60,0,,0,0
2013,"Syrian Arab Rep.",SYR,Senegal,SEN,0,5,0,,0,0
2013,"Syrian Arab Rep.",SYR,Somalia,SOM,0,10,0,,0,0
2013,"Syrian Arab Rep.",SYR,Spain,ESP,180,743,0,,0,0
2013,"Syrian Arab Rep.",SYR,Sudan,SDN,84,224,0,,0,0
2013,"Syrian Arab Rep.",SYR,Slovakia,SVK,26,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Slovenia,SVN,9,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Sweden,SWE,17984,6808,0,,0,0
2013,"Syrian Arab Rep.",SYR,Switzerland,CHE,2012,2849,0,,0,0
2013,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",SYR,0,0,6520800,,0,0
2013,"Syrian Arab Rep.",SYR,"United Rep. of Tanzania",TZA,0,5,0,,0,0
2013,"Syrian Arab Rep.",SYR,Thailand,THA,44,144,0,,0,0
2013,"Syrian Arab Rep.",SYR,Tunisia,TUN,164,0,0,,0,0
2013,"Syrian Arab Rep.",SYR,Turkey,TUR,585601,110,0,,0,0
2013,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,16,14,0,,0,0
2013,"Syrian Arab Rep.",SYR,Uganda,UGA,0,10,0,,0,0
2013,"Syrian Arab Rep.",SYR,Ukraine,UKR,167,591,0,,0,0
2013,"Syrian Arab Rep.",SYR,"United States of America",USA,3802,1378,0,,0,0
2013,"Syrian Arab Rep.",SYR,Yemen,YEM,54,1761,0,,0,0
2013,"Syrian Arab Rep.",SYR,Zambia,ZMB,0,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Albania,ALB,5,10,0,,0,0
2014,"Syrian Arab Rep.",SYR,Algeria,DZA,0,4109,0,,0,0
2014,"Syrian Arab Rep.",SYR,Egypt,EGY,138381,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Argentina,ARG,233,22,0,,0,0
2014,"Syrian Arab Rep.",SYR,Armenia,ARM,14994,10,0,,0,0
2014,"Syrian Arab Rep.",SYR,Australia,AUS,302,172,0,,0,0
2014,"Syrian Arab Rep.",SYR,Austria,AUT,6653,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,7,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Belgium,BEL,2620,732,0,,0,0
2014,"Syrian Arab Rep.",SYR,Belarus,BLR,72,48,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,6,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Brazil,BRA,1739,76,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,25,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Bulgaria,BGR,8501,2510,0,,0,0
2014,"Syrian Arab Rep.",SYR,Canada,CAN,705,182,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Central African Rep.",CAF,0,10,0,,0,0
2014,"Syrian Arab Rep.",SYR,Chad,TCD,15,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,China,CHN,5,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Chile,CHL,6,10,0,,0,0
2014,"Syrian Arab Rep.",SYR,Cameroon,CMR,0,11,0,,0,0
2014,"Syrian Arab Rep.",SYR,Colombia,COL,5,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,5,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Cuba,CUB,20,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Cyprus,CYP,1451,1110,0,,0,0
2014,"Syrian Arab Rep.",SYR,Czechia,CZE,236,54,0,,0,0
2014,"Syrian Arab Rep.",SYR,Denmark,DNK,7253,1468,0,,0,0
2014,"Syrian Arab Rep.",SYR,Djibouti,DJI,0,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Ecuador,ECU,13,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Estonia,EST,6,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Ethiopia,ETH,0,10,0,,0,0
2014,"Syrian Arab Rep.",SYR,Finland,FIN,438,55,0,,0,0
2014,"Syrian Arab Rep.",SYR,France,FRA,2882,1239,0,,0,0
2014,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,4573,1329,0,,0,0
2014,"Syrian Arab Rep.",SYR,Georgia,GEO,471,35,0,,0,0
2014,"Syrian Arab Rep.",SYR,Germany,DEU,40994,29591,0,,0,0
2014,"Syrian Arab Rep.",SYR,Ghana,GHA,5,73,0,,0,0
2014,"Syrian Arab Rep.",SYR,Greece,GRC,3913,180,0,,0,0
2014,"Syrian Arab Rep.",SYR,Croatia,HRV,22,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Hungary,HUN,334,823,0,,0,0
2014,"Syrian Arab Rep.",SYR,Iceland,ISL,7,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,5,16,0,,0,0
2014,"Syrian Arab Rep.",SYR,India,IND,27,18,0,,0,0
2014,"Syrian Arab Rep.",SYR,Indonesia,IDN,43,42,0,,0,0
2014,"Syrian Arab Rep.",SYR,Ireland,IRL,176,10,0,,0,0
2014,"Syrian Arab Rep.",SYR,Iraq,IRQ,234196,1225,0,,0,0
2014,"Syrian Arab Rep.",SYR,Italy,ITA,1144,331,0,,0,0
2014,"Syrian Arab Rep.",SYR,Jamaica,JAM,5,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Jordan,JOR,623112,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Japan,JPN,41,12,0,,0,0
2014,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,14,29,0,,0,0
2014,"Syrian Arab Rep.",SYR,Kenya,KEN,0,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,56,16,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,503,64,0,,0,0
2014,"Syrian Arab Rep.",SYR,Kuwait,KWT,15,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Liberia,LBR,6,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Libya,LBY,18653,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Lebanon,LBN,1147494,418,0,,0,1992
2014,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,5,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Sri Lanka",LKA,5,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Lithuania,LTU,20,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Luxembourg,LUX,59,59,0,,0,0
2014,"Syrian Arab Rep.",SYR,Latvia,LVA,52,17,0,,0,0
2014,"Syrian Arab Rep.",SYR,Mauritania,MRT,41,54,0,,0,0
2014,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,11,654,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,186,22,0,,0,0
2014,"Syrian Arab Rep.",SYR,Mexico,MEX,13,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Mali,MLI,16,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Malaysia,MYS,447,528,0,,0,0
2014,"Syrian Arab Rep.",SYR,Mongolia,MNG,5,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Morocco,MAR,647,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Malta,MLT,1047,34,0,,0,0
2014,"Syrian Arab Rep.",SYR,Montenegro,MNE,0,36,0,,0,0
2014,"Syrian Arab Rep.",SYR,Netherlands,NLD,8692,2322,0,,0,0
2014,"Syrian Arab Rep.",SYR,Niger,NER,6,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Nigeria,NGA,11,17,0,,0,0
2014,"Syrian Arab Rep.",SYR,Norway,NOR,2568,828,0,,0,0
2014,"Syrian Arab Rep.",SYR,Nauru,NRU,0,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,"New Zealand",NZL,48,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Oman,OMN,7,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,Pakistan,PAK,16,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Paraguay,PRY,7,10,0,,0,0
2014,"Syrian Arab Rep.",SYR,Peru,PER,20,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Philippines,PHL,19,35,0,,0,0
2014,"Syrian Arab Rep.",SYR,Poland,POL,240,34,0,,0,0
2014,"Syrian Arab Rep.",SYR,Portugal,PRT,15,15,0,,0,0
2014,"Syrian Arab Rep.",SYR,Qatar,QAT,14,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Romania,ROU,1278,112,0,,0,0
2014,"Syrian Arab Rep.",SYR,"South Africa",ZAF,28,36,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,1927,413,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,18,12,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,6,237,0,,0,0
2014,"Syrian Arab Rep.",SYR,Senegal,SEN,0,21,0,,0,0
2014,"Syrian Arab Rep.",SYR,Somalia,SOM,0,63,0,,0,0
2014,"Syrian Arab Rep.",SYR,Spain,ESP,1336,781,0,,0,0
2014,"Syrian Arab Rep.",SYR,Sudan,SDN,797,238,0,,0,0
2014,"Syrian Arab Rep.",SYR,Slovakia,SVK,40,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Slovenia,SVN,20,10,0,,0,0
2014,"Syrian Arab Rep.",SYR,Sweden,SWE,34285,19011,0,,0,0
2014,"Syrian Arab Rep.",SYR,Switzerland,CHE,5161,3501,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",SYR,0,0,7632500,,0,0
2014,"Syrian Arab Rep.",SYR,Thailand,THA,82,168,0,,0,0
2014,"Syrian Arab Rep.",SYR,Togo,TGO,0,5,0,,0,0
2014,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,8,15,0,,0,0
2014,"Syrian Arab Rep.",SYR,Tunisia,TUN,558,0,0,,0,0
2014,"Syrian Arab Rep.",SYR,Turkey,TUR,1557899,250,0,,0,0
2014,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,28,12,0,,0,0
2014,"Syrian Arab Rep.",SYR,Uganda,UGA,0,13,0,,0,0
2014,"Syrian Arab Rep.",SYR,Ukraine,UKR,341,593,0,,0,0
2014,"Syrian Arab Rep.",SYR,Uruguay,URY,48,11,0,,0,0
2014,"Syrian Arab Rep.",SYR,"United States of America",USA,4750,2302,0,,0,0
2014,"Syrian Arab Rep.",SYR,Yemen,YEM,2276,1039,0,,0,0
2014,"Syrian Arab Rep.",SYR,Zambia,ZMB,0,10,0,,0,0
2015,"Syrian Arab Rep.",SYR,Albania,ALB,5,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Algeria,DZA,0,6211,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Antigua and Barbuda",ATG,15,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Egypt,EGY,117635,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Argentina,ARG,276,98,0,,0,0
2015,"Syrian Arab Rep.",SYR,Armenia,ARM,16611,11,0,,0,0
2015,"Syrian Arab Rep.",SYR,Australia,AUS,301,134,0,,0,0
2015,"Syrian Arab Rep.",SYR,Austria,AUT,14894,18669,0,,0,0
2015,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,8,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Belgium,BEL,4239,3869,0,,0,0
2015,"Syrian Arab Rep.",SYR,Belarus,BLR,138,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,7,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Brazil,BRA,2271,1154,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,14,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Bulgaria,BGR,13819,1683,0,,0,0
2015,"Syrian Arab Rep.",SYR,Canada,CAN,1513,237,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Central African Rep.",CAF,0,10,0,,0,0
2015,"Syrian Arab Rep.",SYR,Chad,TCD,6,22,0,,0,0
2015,"Syrian Arab Rep.",SYR,China,CHN,14,24,0,,0,0
2015,"Syrian Arab Rep.",SYR,Chile,CHL,13,11,0,,0,0
2015,"Syrian Arab Rep.",SYR,Cameroon,CMR,15,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Congo,COG,5,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,7,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Colombia,COL,7,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,8,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Cuba,CUB,41,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Cyprus,CYP,3110,692,0,,0,6000
2015,"Syrian Arab Rep.",SYR,Czechia,CZE,365,42,0,,0,0
2015,"Syrian Arab Rep.",SYR,Denmark,DNK,12988,825,0,,0,0
2015,"Syrian Arab Rep.",SYR,Djibouti,DJI,5,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Ecuador,ECU,17,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Estonia,EST,6,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Ethiopia,ETH,9,15,0,,0,0
2015,"Syrian Arab Rep.",SYR,Finland,FIN,565,705,0,,0,0
2015,"Syrian Arab Rep.",SYR,France,FRA,5179,2711,0,,0,0
2015,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,6496,1648,0,,0,0
2015,"Syrian Arab Rep.",SYR,Georgia,GEO,475,10,0,,0,0
2015,"Syrian Arab Rep.",SYR,Germany,DEU,115604,81582,0,,0,0
2015,"Syrian Arab Rep.",SYR,Ghana,GHA,47,49,0,,0,0
2015,"Syrian Arab Rep.",SYR,Greece,GRC,9101,450,0,,0,0
2015,"Syrian Arab Rep.",SYR,Croatia,HRV,23,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Hungary,HUN,476,18607,0,,0,0
2015,"Syrian Arab Rep.",SYR,Iceland,ISL,37,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,20,10,0,,0,0
2015,"Syrian Arab Rep.",SYR,India,IND,41,20,0,,0,0
2015,"Syrian Arab Rep.",SYR,Indonesia,IDN,61,32,0,,0,0
2015,"Syrian Arab Rep.",SYR,Ireland,IRL,109,50,0,,0,0
2015,"Syrian Arab Rep.",SYR,Iraq,IRQ,244642,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Italy,ITA,1460,246,0,,0,0
2015,"Syrian Arab Rep.",SYR,Jamaica,JAM,5,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Jordan,JOR,628223,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Japan,JPN,59,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,23,16,0,,0,0
2015,"Syrian Arab Rep.",SYR,Kenya,KEN,9,10,0,,0,0
2015,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,55,10,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,646,320,0,,0,0
2015,"Syrian Arab Rep.",SYR,Kuwait,KWT,14,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Liberia,LBR,6,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Libya,LBY,97,18591,0,,0,0
2015,"Syrian Arab Rep.",SYR,Lebanon,LBN,1062690,16,0,,0,2242
2015,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,23,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Sri Lanka",LKA,5,11,0,,0,0
2015,"Syrian Arab Rep.",SYR,Lithuania,LTU,23,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Luxembourg,LUX,177,593,0,,0,0
2015,"Syrian Arab Rep.",SYR,Latvia,LVA,65,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Mauritania,MRT,215,107,0,,0,0
2015,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,13,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,206,10,0,,0,0
2015,"Syrian Arab Rep.",SYR,Mexico,MEX,18,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Mali,MLI,82,10,0,,0,0
2015,"Syrian Arab Rep.",SYR,Malaysia,MYS,473,829,0,,0,0
2015,"Syrian Arab Rep.",SYR,Morocco,MAR,2619,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Malta,MLT,1328,161,0,,0,0
2015,"Syrian Arab Rep.",SYR,Netherlands,NLD,16184,12717,0,,0,0
2015,"Syrian Arab Rep.",SYR,Niger,NER,6,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Nigeria,NGA,32,41,0,,0,0
2015,"Syrian Arab Rep.",SYR,Norway,NOR,4121,9128,0,,0,0
2015,"Syrian Arab Rep.",SYR,Nauru,NRU,0,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,"New Zealand",NZL,52,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Oman,OMN,7,5,0,,0,0
2015,"Syrian Arab Rep.",SYR,Pakistan,PAK,16,10,0,,0,0
2015,"Syrian Arab Rep.",SYR,Paraguay,PRY,30,27,0,,0,0
2015,"Syrian Arab Rep.",SYR,Peru,PER,29,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Philippines,PHL,36,40,0,,0,0
2015,"Syrian Arab Rep.",SYR,Poland,POL,445,36,0,,0,0
2015,"Syrian Arab Rep.",SYR,Portugal,PRT,17,28,0,,0,0
2015,"Syrian Arab Rep.",SYR,Qatar,QAT,14,0,0,,0,0
2015,"Syrian Arab Rep.",SYR,Romania,ROU,1591,96,0,,0,0
